0	1	2	3	4	5
2364241	1717960	How is the floor looks like?	Brown and tan.	Dame kasan yayi kama?	Ruwan ƙasa me duhu.
2407575	1041632	Where is the bird located?	On a net.	A ina tsuntsun yake?	Akan raga.
2348077	452204	"What color is the sign that says ""Born To Play""?"	Green.	"Wani launi ne alamar da ta nuna ""Born To Play""?"	Kore.
2363955	1712012	What has white and yellow bits in it?	Rock.	Me yake da fari da dan rawaya a cikin sa?	Dutse.
2380647	746902	What is the man wearing?	Clothes.	Me mutumin yake sanye da?	Kaya.
2412956	1137121	What is the landing area often called?	Tarmac.	Me ake yawan kiran wajan saukar?	Tarmac.
2412956	1137116	What color is the plane's accents?	Red and white.	Wane launi ne jikin jirgin saman?	Fari da ja.
2315926	928938	Where is the picture taken?	Airport.	A ina aka ɗauki hoton?	Filin jirgin sama.
2368614	1806438	What is the man holding in the right hand?	Banan bunch.	Me mutumin yake rike dashi a hannun dama?	Damin ayaba.
2345386	775121	What is visible through the window?	Trees.	Me ake gani ta taga?	Bishiyoyi.
2379554	491942	What is the leave color?	Green.	Wani launi ne ganyen?	Kore.
2337698	397475	Why can you not see the cars?	Going too fast.	Me yasa ba`a iya ganin motocin?	Saboda saurin da sukeyi.
2393677	1374453	Where is this scene?	Woods.	Ina yanayin yake?	Cikin daji.
2353521	320830	How many people are in the shot?	0	Mutane nawa ne a hoton?	0
2353521	320827	Where is this shot from?	Fence to airfield.	Daga ina aka ɗaukin hoton?	Shingen zuwa filin jirgin sama.
2386740	304850	What color is the octagon shaped sign?	Red.	Wani launi ne siffar octagon din?	Ja.
2384978	359649	Why is this person holding a fork?	To eat.	Me yasa wannan mutumin ke riƙe da cokali mai yatsu?	Don ci.
2377152	1980361	When did this occur?	During the day time.	Yaushe hakan yafaru?	Da rana.
2404973	535591	What is on the plate?	A chicken sandwich.	Menene a kan farantin?	Sandwich ɗin kaza.
2364241	1717973	Where is the book?	Table.	Ina littafin yake?	Tebur.
2364241	312349	What color is the carpet?	Brown.	Wanne launi ne kafet din?	Ruwan ƙasa.
107919	995224	What color are the flowers on the bush in the background?	Red.	Wani launi ne furannin dake cikin daji a kasan bayan?	Ja.
2373825	1914026	What is the reflective surface?	Mirror.	Me yake sheƙi?	Madubi.
2394096	1376656	Why is the sun shining in the room?	The door is open.	Meyasa rana take haskawa a ɗakin?	Ƙofar a bude take?.
2388717	420556	What is in the background?	A ship.	Menene a bayan?	Jirgin ruwa.
2374384	1924940	Where is the white colored door?	On the side of the train.	Ina farar ƙofar take?	A bakin jirgin ƙasan.
2337764	845211	How many trains are there?	Two.	Jirgin ƙasa guda nawa ne a wurin?	Biyu.
2320105	895507	What is he catching?	A Frisbee.	Me yake kamawa?	Firisbi.
2320105	895512	When will they quit?	After they are tired.	Yaushe zasu bari?	Bayan sun gaji.
2400617	411115	How many pieces of cheese are on the plate?	One.	Cikwi kwaya nawa ne akan farantin?	Ɗaya.
2412284	1121372	What are people doing in the background?	Watching the match.	Me mutane sukeyi a kasan bayan?	Kallon wasan.
2351203	258653	What is eating the oranges?	Butterflies.	Menene yake cin leman?	Malam buɗa mana littafi.
2387173	549815	What color is the cat?	Black.	Wacca launi ce magen?	Baƙa.
2387173	549813	Who is the cat biting?	The man.	Wa magen take cizo?	Mutumin.
2394894	479664	What animal is on the bag at the bottom of the picture?	A frog.	Hotan wanne dabba ne a jikin ƙasan jakar?	Kwaɗo.
2386514	486370	Where are the elephants?	On the dirt.	Ina giwayen suke?	Akan kasa.
2360200	1636844	What is the boy holding over the head?	Hat.	Me yaron yake riƙe dashi a saman kansa?	Hula.
2360055	968030	Where was the picture taken?	At a restaurant.	A ina aka ɗauki hoton?	A wurin cin abinci.
2345690	710892	When was the man smiling?	While he was wearing a white button down shirt.	Da yaushe mutumin yake murmushi?	A sanda yake sanye da farar riga me maballi.
2409213	1077190	Where is this photo taken?	On an outside patio.	A ina aka ɗauki wannan hoton?	A baranda a waje.
2409213	1077189	What is covering the tables?	Tablecloths.	Me ya rufe teburan?	Tufafin tebur.
2372238	1880384	Where is the vechile?	Parking lot.	Ina abun hawan yake?	A wurin parking.
2372238	1880390	Where is the fence?	Front of truck.	Ina katangar take?	Gaban babbar motar.
2383842	232578	What is attached to the harness?	Leash.	Menene maƙale da madaurin magen.?	Lizzami.
2401272	1240430	What is the small zebra doing?	It's standing.	Me karamin jakin dawan yakeyi?	Yana tsaye.
2362811	1688934	What Birthday is this for?	65th.	Murnar zagayowar haihuwa ta nawa ne wannan?	na 65.
2404495	1306098	What main color is the rope attached to the boat?	Yellow.	Wane ne ainihi launin igiyar take maƙale da jikin jirgin ruwan?	Rawaya.
2386676	422194	What color are the hands on the clock?	Black.	Menene launin hannayen agogon?	Baƙi.
2321066	887820	When was this photo taken?	In the daytime.	Da yaushe aka ɗauki wannan hoton?	Da rana.
2386740	304849	What color are the leaves?	Brown.	Menene launin ganyen?	Ruwan kasa.
2362311	1678665	What is in the mirror?	A reflection.	Menene a cikin madubin?	Rifilacshan.
2402601	1265317	Where can you see a window?	On the left top of building.	A ina ake ganin taga?	Daga sama hagun ginin.
2388717	1414888	What kind of day is this?	Cloudy.	Wace irin rana ce wannan?	Me hadari.
2315926	928943	Where is the closest plane facing?	Right.	Ina jirgi mafi kusa yake kallo?	Dama.
2367174	1775793	What is large and full of grass?	The field.	Menene babba kuma cike da ciyawa?	Filin.
2398626	1526401	What site is the person using?	Flickr.	Wani shafin yanar gizo mutumin ke amfani dashi?	Flickr.
2398318	1399893	What is beneath the cat?	White cloth.	Menene a ƙasan magen?	Farin yadi.
2398318	1399896	What is coming out of the cat's face?	Whiskers.	Me yake futowa daga fuskar magen?	Gashi baki.
2321866	881420	Who is on the sidewalk?	The pedestrians.	Wanene a bakin hanya?	Me tafiyar ƙasa.
2411835	1108418	What is the player doing?	Standing.	Me dan wasan yakeyi?	Tsayuwa.
2366447	758265	What color are the linens?	Gold.	Wani launi ne labulayen?	Ruwan gwal.
2321866	881425	When was the photo taken?	Day time.	Da yaushe aka ɗauki hoton?	Da rana.
2322074	879755	Why is he there?	He is sking.	Meyasa yake wurin?	Yana sik ne.
2388902	228534	What is in the back of the enclosure?	Large stones.	Menene a bayan inda aka rufe?	Manyan duwatsu.
2401070	1235916	What is the giraffe doing?	Standing.	Me raƙumin dawan yakeyi?	Tsayuwa.
2370442	1842771	What hat is the man wearing?	A chef hat.	Wace irin hula mutumin yake sanye da?	Hular masu girki.
2415153	1038442	What is in the background?	Trees.	Menene a ƙasan bayan?	Bishiyu.
2381070	682595	What color is the paper plate?	White.	Wani launi ne farantin roban?	Fari.
2413078	1140128	What is the man riding?	A blue motorbike.	Me mutumin yake tuƙawa?	Shuɗi babur.
2391698	1491289	What is at the bottom of the yellow wall?	A black awning.	Menene daga ƙasan bangon me ruwan dorawa?	Baƙin rumfa.
2332363	273532	What is sitting on top of the laptop keyboard?	A cell phone.	Me yake kan madannun kwamfutar tafi da gidan?	Wayar hannu.
2332363	273531	How many coffee mugs are gray?	One.	Kofin shayi guda nawa ne ruwan toka?	Ɗaya.
2377890	685137	Where in line is the biggest elephant?	Front.	A wani jerin babbar giwar take?	Gaba.
2377491	1985803	How is the man wearing the hood?	On is head.	Yaya mutumin ya sanka riga mai hular?	Akan sa.
2386533	550322	What color is the kid's apron?	Blue.	Wani launi ne afron din yarinyar?	Shuɗi.
2407060	1198271	What can be seen flying in the sky?	Birds.	Me ake iya gani a sama yana tashi?	Tsuntsaye.
2407060	1198274	Who is flying?	Birds.	Waye yake tashi?	Tsuntsaye.
2325682	278724	What is blue?	A jacket.	Menene shuɗi?	Kwat.
2321802	881930	Why is there a clock?	For time.	Meyasa aka saka agogon?	Saboda lokaci.
2330918	402896	Where was this picture taken?	Appliance store.	A ina aka ɗauki wannan hoton?	Shagon siyar da kayan aiki.
2395907	1450424	What is beneath the bench?	Bricks.	Menene a ƙasan kujerar?	Bulo.
2372961	1896234	Where is the frisbee?	In the air in the foreground of the scene.	Ina firisbi din suke?	A cikin iska a saman gaban yanayin.
2377619	1987849	Where is the photo taken?	A bathroom.	A ina aka ɗauki hoton?	A bayan gida.
2379868	619572	What is the primary color of the sign on the right?	Red.	Menene asalin launin allon shaidar dake gefen dama?	Ja.
2324174	862955	What is on the potatoes?	An egg.	Menene akan dankalin?	Kwai.
2353347	768740	How many players are there?	One.	`Yan wasa nawa ne a wajan?	Ɗaya.
2346865	982436	Where was this photo taken?	At a picnic.	A ina aka ɗauki wannan hoton?	Wajan fikinik.
2365243	1737805	What is lining the sides of the street that are tall?	Houses.	Menene a jere masu tsaye agefan titi?	Gidaje.
2370905	1852329	What covers the train platform?	A roof.	Menene ya rufe dandamalin jirgen ƙasa?	Rufi.
2320293	894004	Where are the bowls?	On the table.	A ina kwanukan suke?	Kan tebur.
2399044	796192	What color is the surface they are playing on?	Green.	Wana launi ce farfajiyar da suke wasa akai?	Kore.
2367213	1776515	Where is the tower?	Next to a river.	Ina hasumiyar?	Kusa da kogi.
2359140	1615935	What is in the plastic wrap?	Cherry tomatoes.	Menene a ƙunshe a cikin leda?	Ƙananun tumatir.
2393600	1565338	What shape is the inflatable?	Star.	Menene siffar abinda aka huramai iska?	Tauraro.
2416089	939860	When was the picture taken?	Daytime.	Da yaushe aka ɗauki hoton?	Da rana.
2408100	1052486	What color is the street sign?	Green.	Wani launi ne alamar kan hanyar?	Kore.
2395542	1385252	What is the bear doing?	Growling.	Me biya ɗin take yi?	Gurnani.
2391698	1491283	What is the name of the storefront?	The Dragon.	Menene sunan gaban shagon?	The Dragon.
2377890	1991557	What is dead here?	A tree.	Menene matacce a nan?	Bishiya.
2334900	335732	What are the animals standing on?	Sand.	Akan me dabbobin suke tsaye?	Ƙasa.
2368087	1794870	What is the style of the countertop?	Marble.	Menene salon kan kanta?	Dutse mai santsi.
2398422	1525363	What is is on the side of the bus?	A 007 movie advertisement.	Menene a gefen bas ɗin?	Tallen shirin 007.
2398422	220919	What kind of buildings are behind the bus?	High rise buildings.	Wasu irin gine-gine ne a bayan bas ɗin?	Dogayen gine-gine.
2343260	329040	Where was this picture taken?	A field.	A ina aka ɗauka hoton?	Fili.
2341074	522726	What is the white food on the plate?	Rice.	Wani farin abinci ne a kan farantin?	Shinkafa.
2363303	1698664	What does the red and white sign say?	No parking at any time.	Me ja da farar alama ta ce?	Babu ajiye abin hawa a kowani lokaci.
2322969	872595	Where are the apples?	In the bowls.	Ina tuffa ɗin?	A cikin kwanukan.
2325682	278726	What utensil is on saucer?	A spoon.	Wani kayan aiki ne a kan ƙaramin faranti?	Cokali.
2363102	1694553	What animal is on the ground?	Cows.	Wacce dabba ce a ƙasa?	Saniyoyi.
2324218	862609	How many men are in the picture?	2	Nawa ne adadin maza a cikin hoton?	2
2321802	881937	How many clocks?	One.	Nawane adadin agogo?	Ɗaya.
2395907	1386960	What is the bench made of?	Wood.	Da me akayi bencin?	Katako.
2395907	1450426	Where are the bricks?	Under the bench.	A ina bulo ɗin suke?	Ƙarƙashin bencin.
2377619	1987838	What is on the black door?	A silver hinge.	Menene a jikin baƙar ƙofar?	Hinjin azurfa.
2381745	810025	What is the bus parked next to?	Sidewalk.	A kusa da me aka ajiye bas ɗin?	Gefen hanya.
2381745	810023	What is the person on the bench wearing on his head?	Hat.	Me mutumin dake kan benci ya sanya a kan shi?	Hula.
2378173	557009	When was the picture taken?	Daytime.	Yaushe aka ɗauka hoton?	Da rana.
2367716	437233	When was this picture taken?	Daytime.	Yaushe aka ɗauka hoton?	Da rana.
2399044	1403839	What is happening in the scene?	A tennis game.	Me yake faruwa a gurin?	Wasan tanis.
2344851	711562	What color is the sign?	Yellow.	Wani launi ne alamar?	Rawaya.
2393600	1565334	What are the men holding up?	Floating toys.	Me mazan suka riƙe sama?	Ababen wasa masu tashi.
2401070	1235924	What one color are the leaves on the trees?	Green.	Wani launi ɗaya ne ganyen kan bishiyar?	Kore.
2408100	1052485	Where is the car?	On the road.	Ina motar?	A kan hanyar.
2374728	623681	Who is jumping?	The men.	Waye yake tsalle?	Mutanen.
2386533	968335	Where are the kids?	A pizza parlor.	Ina yaran?	A gurin sana'ar fizza.
2375491	687046	Where are the giraffes?	Beside the building.	Ina raƙuman dawan?	Kusa da ginin.
2414676	1028826	What animal is in front of the zebras?	Yaks.	Wacce dabba ce a gaban jakunan dawan?	Yak.
2363057	1693655	Where are the man's hands?	In his jacket pockets.	Ina hannayen mutumin?	A cikin aljihunan kwat ɗin shi.
2370083	1835888	What is the logo on the side of the sneaker?	Nike.	Menene tambarin da ke gefen sneakers ɗin?	Nike.
2325682	278722	When did the man smile?	For the camera.	Yaushe mutumin yayi murmushi?	Don kamarar.
2363102	249175	How come the cows heads are down?	They are eating grass.	Yaya akayi kan shanun yake kallon ƙasa?	Suna cin ciyawa.
2328681	340682	Who is driving the train?	Conductor.	Waye yake tuƙa jirgin ƙasan?	Madugu.
2321131	887301	What color are the carrots?	Orange.	Wani launi ne karas ɗin?	Launin lemo.
2395907	1578203	What is the bench on?	Bricks.	A kan me bencin yake?	Bulo.
2372961	1896240	How is the near grass separated from the far grass?	Sidewalk.	Ta yaya ciyawar kusan ta rabu da ta nesan?	Gefen hanya.
2363748	1707855	Where are the two gauntlets?	On the table.	Ina gauntlets guda biyun?	A kan tebur.
2405827	1170039	What platform number is Lilydale Line?	5	Wani lambar dandamali ne lilydale line?	5
2353347	768739	Where is this photo taken?	On a baseball field.	A ina aka dauka hoton?	A filin wasan baseball.
2353347	768743	Why are the people sitting in the stands?	They are watching the baseball game.	Meyasa mutanen suke zaune a gurin zaman?	Suna kallon wasan baseball.
2331422	274292	What is the color of the suitcase?	Gray.	Menene launin akwatin?	Ruwan toka.
2331422	971222	Where was the picture taken?	In a department store.	A ina aka dauka hoton?	A cikin kantin siyar da kayayyaki.
2366898	1770798	What is on the couch?	Pillows.	Menene a kan kujerar?	Matashi.
2370905	1852336	What do the trains say?	Marc.	Me jiragen ƙasan suka ce?	Marc.
2320293	894009	What color are the peas?	Green.	Wani launi ne koren waken?	Kore.
2320293	894007	How many bowls are on the table?	Two.	Nawa ne adadin kwanuka a kan tebur ɗin?	Biyu.
2381658	362308	What is the subject of the photograph?	A bird.	Menene batun hoton?	Tsuntsu.
2381658	362309	What color is the bird?	White.	Wani launi ne tsuntsun?	Fari.
2381658	362307	Who is in the picture?	No one.	Waye a cikin hoton?	Ba kowa.
2381252	554554	What color is the canvas?	White.	Wani launi ne zanen?	Fari.
2363942	1711712	What block of addresses is identified on the sign?	800	Wani jerin adireshi aka gano a jikin alamar?	800
2378710	684478	How many plates are there?	2	Nawa ne adadin farantai a gurin?	2
2362266	1677712	What is supporting the boy?	Stair railing.	Menene yake yake tallafa wa yaron?	Hannun bene.
2388902	1415745	Who is to the left of the picture?	Two giraffes in enclosure.	Wanene a gefen hagun hoton?	Raƙuman dawa biyu a rufe.
2358360	316965	What is the color of the umbrella?	Black and red.	Menene launin lemar?	Ja da baƙi.
2374937	1936641	What is on the stove?	Electric burners.	Menene a kan murhun?	Murhun lantarki.
2396449	1515832	What is on table?	Placement.	Menene a kan tebur ɗin?	Abun ɗora kwano.
2377890	685138	How many legs do the elephants have?	Four.	Nawa ne adadin ƙafafun giwayen?	Huɗu.
2316861	921462	What is the material of the house?	Wood.	Menene abun da akayi gidan?	Katako.
2374728	1932410	What type of roof is on the buildings?	Shingled.	Wani irin rufi ne a kan gine-ginen?	Shingled.
2368087	1794872	What is the hue of the container?	Black.	Menene launin kwanon?	Baƙi.
2377491	1985810	What is the girl using to see?	Glasses.	Me macen take amfani dashi don gani?	Tabarau.
2343260	329041	What color are most of the cows?	Brown.	Wani launi ne yawancin shanun?	Ruwan ƙasa.
2379901	297038	What is the man wearing on his face?	Sunglasses.	Me mutumin yake sanye da fuskar shi?	Gilashin rana.
2396861	1454725	What is on the tree?	Branches.	Menene a kan bishiyar?	Rassa.
2349058	388387	How many bags?	7	Nawane adadin jakankuna?	7
2330918	402899	What color is the appliance in the middle?	Off white.	Menene launin na'urar aikin dake tsakiya?	Kusa da fari.
2324174	862957	Where is the egg?	On the potatoes.	Ina ƙwan?	A kan dankalin.
2381745	810024	Where is the bus?	Street.	Ina bas ɗin?	Titi.
2378173	557010	What color is the toilet?	White.	Menene launin mazaunin ban ɗakin?	Fari.
2367716	437234	What color is the man's outfit?	White.	Menene launin kayan mutumin?	Fari.
2394080	1503521	Where is the curved bench?	In the nook.	Ina lanƙwasasshen bencin?	A cikin lungun.
